2,117,0,9,0,102
20,117,0,10,0,102
42,116,0,8,0,102
62,117,0,9,0,102
81,118,0,7,0,102
102,118,0,7,0,102
123,117,0,6,0,102
145,115,0,6,0,103
165,116,0,3,0,103
187,116,0,0,0,103
208,117,0,4,0,103
229,116,0,3,0,103
250,117,0,4,0,103
271,118,0,3,0,103
292,117,0,3,0,104
314,117,0,3,0,104
334,117,0,3,0,104
356,117,0,3,0,104
377,117,0,3,0,104
398,117,0,6,0,104
419,117,0,8,0,103
441,117,0,8,0,103
461,117,0,7,0,104
483,118,0,6,0,103
504,118,0,6,0,103
525,118,0,6,0,103
546,118,0,7,0,90
567,118,0,7,0,92
586,117,0,6,0,92
607,118,0,7,0,91
626,117,0,6,0,91
647,117,0,6,0,91
667,124,0,0,0,98
687,126,0,0,0,94
707,118,0,4,0,104
729,117,158,10,0,104
752,121,157,15,0,104
777,128,158,15,0,108
801,150,0,16,0,104
824,198,0,18,0,100
845,209,0,23,0,111
868,213,0,34,0,9
888,214,0,41,0,87
909,217,158,57,0,86
932,218,159,62,0,84
956,217,159,61,0,90
980,215,159,49,0,11
1003,212,159,40,0,95
1027,212,159,34,0,83
1051,199,160,26,0,0
1075,195,160,17,0,0
1098,187,160,9,0,0
1121,149,160,14,0,1
1143,129,160,16,0,0
1167,136,160,16,0,0
1190,139,160,16,0,0
1214,154,159,17,0,0
1238,159,156,16,0,0
1261,157,160,17,0,0
1284,153,160,17,0,0
1307,198,159,17,0,0
1331,204,159,23,0,0
1354,212,159,28,0,0
1378,214,159,37,0,96
1402,219,158,48,0,102
1427,221,160,59,0,0
1451,223,160,64,0,7
1474,222,160,63,0,6
1498,222,161,60,0,98
1522,221,161,53,0,39
1547,219,161,38,0,0
1569,216,161,34,0,0
1593,204,160,30,0,0
1616,202,161,22,0,0
1640,199,157,21,0,0
1664,194,152,20,0,0
1687,150,158,19,0,0
1710,152,142,21,0,1
1755,200,0,21,0,2
1775,202,0,21,0,2
1797,204,146,20,0,3
1820,207,158,21,0,2
1844,207,159,29,0,0
1867,213,159,33,0,0
1890,228,159,44,0,0
1913,221,159,43,0,95
1938,225,159,68,0,103
1964,225,159,72,0,103
1989,225,160,67,0,100
2015,223,160,63,0,63
2039,222,160,56,0,0
2062,218,160,45,0,0
2085,207,159,34,0,0
2109,206,159,33,0,0
2133,204,159,30,0,0
2156,203,158,24,0,0
2180,199,151,25,0,0
2202,208,0,22,0,0
2224,208,0,20,0,1
2245,211,0,27,0,2
2266,211,158,27,0,2
2289,203,159,28,0,1
2313,204,159,25,0,0
2336,207,159,31,0,0
2360,223,159,39,0,0
2382,229,159,43,0,0
2406,222,159,51,0,0
2429,217,160,68,0,98
2454,215,160,73,0,99
2479,214,160,64,0,99
2503,213,159,60,0,27
2527,210,159,57,0,0
2550,207,159,47,0,0
2574,203,159,37,0,0
2597,202,159,32,0,0
2621,199,159,24,0,0
2645,196,159,28,0,0
2667,193,160,26,0,0
2691,149,158,25,0,0
2714,151,157,24,0,0
2738,159,159,25,0,0
2761,179,159,26,0,0
2784,208,158,21,0,0
2807,210,158,20,0,0
2831,203,160,32,0,0
2878,208,159,37,0,0
2902,218,159,56,0,45
2925,217,160,75,0,98
2950,214,160,74,0,87
2974,212,160,72,0,91
2999,212,159,70,0,0
3022,209,160,55,0,0
3046,206,159,59,0,0
3068,206,159,43,0,0
3092,203,159,31,0,0
3116,200,159,25,0,0
3139,197,159,18,0,0
3163,152,159,23,0,0
3185,137,159,21,0,0
3209,136,159,20,0,0
3232,146,159,20,0,0
3256,158,160,21,0,0
3279,192,159,21,0,0
3303,203,159,25,0,0
3325,203,159,33,0,0
3349,211,159,39,0,0
3373,222,159,42,0,0
3396,225,159,43,0,0
3420,228,159,59,0,0
3442,227,159,62,0,0
3466,227,159,61,0,0
3489,225,159,56,0,0
3513,211,159,51,0,0
3536,210,159,42,0,0
3560,208,159,40,0,0
3583,204,155,29,0,0
3606,201,0,26,0,0
3628,183,0,24,0,0
3648,133,0,15,0,0
3670,78,0,18,0,0
3690,131,0,18,0,103
3713,132,0,16,0,69
3735,134,0,20,0,0
3757,159,0,23,0,0
3778,203,155,25,0,0
3801,207,159,29,0,0
3824,207,159,30,0,0
3848,221,159,37,0,0
3871,228,159,37,0,0
3895,224,160,53,0,0
3917,223,161,69,0,72
3942,220,160,63,0,90
3967,220,159,59,0,84
3991,216,159,59,0,0
4015,214,160,52,0,0
4038,211,159,37,0,0
4061,209,159,31,0,0
4084,206,160,18,0,0
4108,202,159,14,0,0
4131,155,159,19,0,0
4155,129,149,19,0,0
4178,132,158,18,0,0
4201,158,158,20,0,0
4225,161,158,20,0,0
4248,163,159,21,0,0
4272,205,159,16,0,0
4295,206,159,20,0,94
4319,208,159,28,0,0
4342,212,159,46,0,0
4366,225,159,47,0,0
4389,221,159,65,0,0
4413,223,159,74,0,42
4438,222,159,66,0,0
4460,220,159,64,0,0
4484,216,159,62,0,0
4507,212,160,53,0,0
4531,221,159,49,0,0
4554,210,158,36,0,0
4578,206,156,37,0,0
4600,203,0,24,0,0
4622,200,0,26,0,100
4645,157,0,21,0,98
4667,126,0,21,0,0
4688,187,0,20,0,0
4710,196,0,21,0,0
4730,199,0,24,0,99
4753,203,157,26,0,0
4777,204,159,31,0,0
4800,214,159,36,0,0
4824,216,159,42,0,0
4846,220,159,56,0,0
4870,223,159,76,0,0
4893,221,159,68,0,0
4917,218,159,65,0,0
4940,216,159,63,0,0
4963,214,159,57,0,0
4986,218,159,55,0,0
5010,209,159,35,0,0
5034,206,162,34,0,0
5057,203,162,30,0,0
5081,202,151,23,0,0
5103,199,159,24,0,0
5127,194,0,23,0,0
5148,195,0,20,0,0
5169,199,0,22,0,0
5190,202,158,25,0,0
5214,203,155,27,0,0
5237,205,159,31,0,101
5263,207,159,35,0,0
5285,209,159,40,0,0
5309,214,159,51,0,0
5333,218,159,50,0,0
5356,233,161,74,0,0
5380,233,160,72,0,0
5403,232,160,64,0,0
5426,233,160,66,0,0
5449,229,161,57,0,0
5473,220,160,49,0,0
5496,215,159,34,0,0
5520,206,159,32,0,0
5542,200,162,28,0,91
5567,204,158,19,0,102
5593,195,159,22,0,101
5618,126,0,19,0,94
5641,127,0,19,0,90
5662,131,0,20,0,0
5684,156,159,22,0,0
5707,199,159,25,0,0
5731,204,159,25,0,0
5754,206,159,32,0,0
5777,209,159,35,0,92
5802,218,160,51,0,0
5825,212,162,46,0,0
5849,218,160,57,0,0
5872,222,161,68,0,0
5896,218,162,65,0,0
5918,218,161,66,0,0
5942,216,161,59,0,0
5965,214,161,52,0,0
5989,211,160,36,0,0
6012,210,163,30,0,0
6035,206,163,24,0,0
6059,201,163,19,0,0
6082,179,162,20,0,0
6106,129,161,21,0,0
6129,125,159,22,0,0
6153,126,159,21,0,0
6175,128,159,21,0,0
6199,139,159,19,0,0
6222,156,159,16,0,0
6246,201,158,23,0,0
6269,206,159,30,0,94
6294,210,159,40,0,0
6317,213,159,44,0,0
6340,216,162,57,0,0
6364,219,161,67,0,0
6387,218,161,60,0,0
6411,215,161,61,0,0
6433,214,161,58,0,0
6457,213,161,53,0,0
6480,209,161,32,0,0
6504,207,160,32,0,0
6528,205,163,24,0,0
6550,198,163,19,0,0
6574,154,163,18,0,0
6597,148,163,22,0,0
6621,129,162,19,0,0
6644,152,163,23,0,0
6668,160,163,21,0,0
6690,162,159,21,0,0
6714,162,163,25,0,0
6737,197,163,24,0,0
6761,205,159,33,0,101
6787,208,158,48,0,16
6811,212,160,48,0,0
6834,217,161,58,0,0
6857,215,160,63,0,0
6881,211,161,57,0,0
6904,211,160,56,0,0
6928,209,160,51,0,0
6950,206,161,47,0,0
6974,205,161,34,0,0
6998,203,160,30,0,0
7021,201,159,25,0,0
7045,198,159,24,0,0
7068,198,159,22,0,0
7091,131,0,21,0,0
7112,129,0,20,0,0
7134,129,0,21,0,0
7154,131,0,21,0,0
7176,196,0,23,0,0
7197,201,147,23,0,0
7220,204,159,24,0,0
7243,206,161,35,0,0
7267,207,157,40,0,99
7291,211,162,52,0,0
7315,214,159,46,0,0
7339,217,161,55,0,0
7361,220,161,70,0,0
7385,218,161,61,0,0
7408,216,161,60,0,0
7432,213,161,55,0,0
7455,209,161,46,0,0
7478,206,160,42,0,0
7501,205,160,29,0,0
7525,205,163,28,0,0
7548,196,161,25,0,0
7572,201,159,23,0,0
7596,195,155,23,0,0
7618,129,0,21,0,0
7640,125,0,22,0,0
7661,127,159,21,0,0
7684,193,159,23,0,0
7707,198,159,24,0,0
7731,203,162,25,0,0
7754,204,159,29,0,0
7778,206,162,37,0,0
7801,209,156,48,0,0
7824,212,161,48,0,0
7847,214,159,55,0,0
7871,219,162,76,0,0
7895,224,162,54,0,0
7918,224,160,51,0,0
7941,222,161,51,0,0
7964,219,161,40,0,0
7988,214,160,34,0,0
8011,208,161,33,0,0
8035,204,163,28,0,0
8058,204,161,23,0,2
8081,203,157,17,0,2
8105,200,0,22,0,1
8126,178,0,22,0,2
8146,119,0,22,0,1
8168,150,0,24,0,2
8189,153,0,24,0,2
8210,199,0,24,0,2
8231,201,156,22,0,2
8255,203,162,17,0,2
8279,203,162,17,0,90
8303,204,162,29,0,84
8327,210,159,31,0,0
8350,213,159,40,0,0
8374,225,160,59,0,75
8398,223,161,64,0,83
8423,223,161,58,0,86
8448,219,161,47,0,93
8472,215,161,32,0,13
8496,209,162,22,0,40
8520,206,162,24,0,62
8545,203,162,19,0,107
8570,202,0,20,0,3
8592,201,0,16,0,3
8612,165,0,15,0,1
8634,67,0,15,0,3
8653,67,0,12,0,2
8674,125,0,15,0,1
8695,128,0,15,0,2
8716,157,0,21,0,1
8737,198,0,20,0,2
8759,200,51,15,0,2
8781,202,157,17,0,119
8806,206,159,28,0,94
8831,211,159,30,0,0
8854,215,161,50,0,96
8879,228,161,64,0,0
8902,227,161,63,0,0
8926,226,162,65,0,0
8948,226,161,61,0,94
8973,222,161,41,0,0
8996,217,160,32,0,43
9021,210,160,25,0,1
9045,206,160,22,0,5
9068,205,154,20,0,1
9091,202,0,22,0,2
9112,172,0,22,0,1
9134,97,0,10,0,2
9153,65,0,13,0,2
9174,67,0,12,0,2
9193,126,0,10,0,2
9215,148,0,16,0,3
9236,150,0,21,0,2
9257,159,0,20,0,2
9278,200,153,23,0,122
9304,205,159,18,0,108
9329,207,159,27,0,84
9354,213,159,45,0,0
9377,220,159,54,0,86
9402,225,161,57,0,96
9425,225,160,58,0,99
9450,223,160,54,0,102
9476,220,160,49,0,0
9499,219,160,35,0,44
9524,211,160,28,0,6
9547,210,158,30,0,97
9572,205,159,19,0,106
9596,203,0,18,0,2
9618,197,0,21,0,2
9639,130,0,21,0,2
9660,124,0,20,0,2
9681,130,0,21,0,2
9703,132,0,21,0,2
9723,161,0,20,0,112
9747,196,150,22,0,92
9772,203,157,16,0,118
9797,207,158,25,0,83
9822,213,157,30,0,103
9847,216,159,49,0,37
9872,219,161,55,0,100
9897,230,161,68,0,104
9922,228,161,64,0,103
9948,225,160,58,0,104
9973,221,160,49,0,100
9999,215,160,36,0,75
10023,206,160,27,0,90
10049,205,159,24,0,105
10076,201,159,20,0,2
10100,198,0,25,0,2
10122,124,0,21,0,2
10144,123,0,18,0,2
10167,128,0,24,0,2
10189,126,0,20,0,2
10211,127,0,22,0,2
10233,154,159,24,0,2
10258,199,159,25,0,0
10283,201,158,29,0,0
10307,204,159,34,0,101
10334,207,159,48,0,43
